"origin","dep_delay","arr_delay"
"EWR",-2,-6
"EWR",1,-17
"EWR",-4,-21
"JFK",76,72
"EWR",7,19
"EWR",-6,-19
"EWR",-3,-24
"EWR",-5,-9
"EWR",-3,-2
"EWR",9,3
"EWR",-5,-16
"EWR",-3,-13
"EWR",-4,-6
"EWR",-2,-7
"EWR",-1,6
"EWR",8,1
"EWR",77,68
"JFK",17,9
"EWR",-4,2
"EWR",-1,8
"EWR",1,-1
"EWR",-4,12
"EWR",-1,2
"EWR",11,3
"EWR",0,-11
"EWR",-1,0
"EWR",16,27
"EWR",-10,-6
"EWR",15,11
"EWR",31,23
"EWR",1,-14
"EWR",0,-1
"EWR",-5,-7
"EWR",-5,-15
"EWR",2,26
"EWR",-6,4
"EWR",12,-14
"EWR",-1,12
"EWR",2,8
"EWR",-5,10
"EWR",57,82
"EWR",57,52
"EWR",-3,-12
"EWR",1,5
"EWR",-1,-9
"EWR",-2,-16
"EWR",9,-11
"EWR",1,-1
"EWR",-2,-8
"EWR",0,6
"EWR",36,46
"EWR",3,-20
"EWR",8,-2
"EWR",-4,9
"EWR",12,3
"EWR",8,-1
"EWR",57,52
"EWR",5,18
"EWR",41,50
"EWR",44,46
"LGA",-7,9
"LGA",-11,-14
"LGA",-5,2
"LGA",-3,-7
"LGA",-8,-15
"LGA",-2,17
"LGA",-8,-15
"LGA",-7,-20
"LGA",-5,-42
"LGA",-2,-4
"LGA",-6,-15
"LGA",-4,-4
"LGA",0,-7
"LGA",5,-15
"LGA",11,4
"LGA",64,88
"LGA",63,70
"LGA",-4,-5
"LGA",-7,-10
"LGA",-8,-9
"LGA",-8,10
"LGA",-2,10
"LGA",5,-13
"LGA",-10,-20
"LGA",-8,-13
"LGA",5,-9
"LGA",-9,-24
"LGA",-3,-31
"LGA",-5,-4
"LGA",-1,1
"LGA",7,-3
"LGA",-10,15
"LGA",-10,4
"LGA",-5,-14
"LGA",-4,-12
"LGA",-6,-2
"LGA",-1,-15
"LGA",-10,-35
"LGA",-5,-21
"LGA",151,121
"LGA",-9,-9
"LGA",-1,-21
"LGA",1,19
"LGA",-6,-9
"LGA",27,26
"LGA",-2,4
"LGA",-9,-26
"JFK",-6,-4
"JFK",-4,-4
"LGA",-10,-19
"LGA",-8,-10
"JFK",-5,-3
"JFK",-3,-29
"JFK",-1,-25
"JFK",-9,0
"JFK",-8,-19
"JFK",-3,-13
"JFK",-8,-16
"JFK",-4,-24
"JFK",-7,-13
"JFK",0,5
"JFK",-3,-8
"LGA",-7,-15
"LGA",0,-7
"JFK",0,-10
"JFK",-4,-27
"LGA",-5,-13
"LGA",-3,-16
"JFK",-2,-3
"JFK",-5,-15
"LGA",-5,-18
"JFK",3,-15
"LGA",-7,-2
"JFK",-3,9
"JFK",-2,-28
"LGA",-6,-25
"LGA",-5,-9
"JFK",-2,2
"LGA",-9,-8
"JFK",-3,-12
"LGA",-8,-18
"LGA",0,4
"JFK",-5,-25
"LGA",-2,-25
"JFK",-6,-27
"LGA",-6,-6
"JFK",14,2
"JFK",-4,-29
"JFK",-2,-3
"JFK",-2,-6
"LGA",-5,-8
"JFK",0,-27
"EWR",-5,-30
"JFK",-4,-11
"JFK",-4,-41
"JFK",-2,-23
"EWR",-2,-22
"JFK",7,11
"EWR",-2,-15
"JFK",-2,0
"EWR",-3,-10
"JFK",4,-17
"EWR",-3,-15
"EWR",3,-2
"EWR",10,0
"EWR",-7,-27
"JFK",-3,-10
"JFK",13,8
"EWR",1,-33
"JFK",-8,-16
"LGA",24,-5
"JFK",-5,-8
"JFK",10,13
"EWR",-2,-17
"JFK",-1,-18
"JFK",5,-27
"EWR",16,-29
"EWR",14,-2
"JFK",-7,-18
"EWR",-9,-35
"JFK",-4,-6
"EWR",-6,-16
"JFK",-5,-20
"JFK",-3,-39
"JFK",-9,-14
"EWR",-3,-7
"JFK",-7,-38
"JFK",0,-27
"EWR",34,16
"JFK",101,97
"EWR",-5,-21
"EWR",10,-6
"EWR",-1,-21
"EWR",10,0
"EWR",42,30
"EWR",13,10
"EWR",-2,-32
"EWR",0,-8
"JFK",0,-14
"JFK",-9,-44
"JFK",66,45
"EWR",7,1
"EWR",-2,-21
"EWR",-6,-16
"JFK",-5,-28
"EWR",-3,-20
"JFK",-2,-46
"JFK",0,-18
"JFK",102,50
"EWR",8,7
"EWR",-1,-24
"JFK",-1,-33
"EWR",9,-17
"EWR",10,-1
"JFK",0,-10
"EWR",18,0
"JFK",2,-9
"EWR",8,8
"JFK",-5,-11
"EWR",-7,-14
"EWR",-6,-22
"JFK",-2,-40
"JFK",-7,-40
"EWR",-5,-17
"EWR",-3,-18
"JFK",-2,-1
"JFK",4,-9
"EWR",10,5
"EWR",0,-18
"EWR",3,-6
"EWR",-8,-19
"JFK",2,-27
"EWR",9,0
"EWR",-7,-22
"EWR",-1,7
"EWR",0,-12
"JFK",-6,-9
"JFK",-6,-38
"EWR",-10,-19
"EWR",-4,-10
"JFK",87,78
"EWR",-2,-9
"EWR",-3,-9
"EWR",13,0
"EWR",-7,-18
"EWR",-1,-13
"EWR",5,-36
"EWR",-4,-4
"EWR",17,0
"EWR",-4,-30
"EWR",-6,-16
"EWR",104,64
"EWR",-3,-20
"EWR",-4,-10
"EWR",116,98
"JFK",86,70
"EWR",-1,-13
"EWR",43,13
"EWR",4,-1
"EWR",39,32
"EWR",20,-5
"JFK",293,250
"EWR",119,117
"EWR",-7,-24
"EWR",-1,-20
"EWR",-1,-2
"EWR",-4,-18
"EWR",112,80
"EWR",23,8
"EWR",-7,-14
"EWR",140,150
"EWR",13,1
"EWR",-1,-4
"EWR",1,-7
"EWR",-5,-11
"EWR",4,6
"EWR",4,-8
"EWR",15,5
"EWR",11,9
"EWR",7,-10
"EWR",24,0
"EWR",34,52
"EWR",73,23
"EWR",77,67
"LGA",-8,-20
"LGA",-5,-19
"LGA",-5,-10
"LGA",-9,-7
"LGA",-2,-11
"LGA",0,3
"LGA",8,-2
"LGA",-5,-12
"LGA",-4,-1
"LGA",12,3
"LGA",-11,9
"LGA",-10,-14
"LGA",-5,-14
"LGA",-5,-16
"LGA",-6,-24
"LGA",-6,-8
"LGA",-5,-17
"LGA",-3,-18
"LGA",2,-13
"LGA",6,4
"LGA",-11,-37
"LGA",-8,-16
"LGA",-4,-20
"LGA",-2,-3
"LGA",-7,19
"LGA",-7,-5
"LGA",-1,-7
"LGA",-7,-30
"LGA",-5,-24
"LGA",1,3
"LGA",17,-3
"LGA",-9,-11
"LGA",-4,-26
"LGA",-3,-25
"LGA",0,-20
"LGA",-7,-11
"LGA",-8,-8
"LGA",-2,6
"LGA",-4,-10
"LGA",2,-4
"LGA",6,-12
"LGA",-6,-15
"LGA",-9,-11
"LGA",-1,3
"LGA",75,58
"LGA",-5,-3
"LGA",-3,10
"LGA",-3,-2
"LGA",-6,-17
"LGA",-3,-17
"LGA",-4,-8
"LGA",-6,-21
"LGA",7,-6
"LGA",-3,2
"LGA",-2,58
"LGA",0,-26
"LGA",-11,-16
"LGA",4,-8
"LGA",0,-20
"LGA",-5,-13
"LGA",-4,12
"LGA",-4,-24
"LGA",5,-22
"LGA",-11,-25
"LGA",-3,-18
"LGA",-8,-15
"LGA",-4,-5
"LGA",-4,-1
"LGA",-9,-19
"LGA",-3,-13
"LGA",-7,-17
"LGA",-4,6
"LGA",-9,-11
"LGA",-8,-9
"EWR",-7,-16
"LGA",-7,-7
"LGA",-7,-8
"EWR",-6,-5
"LGA",-10,3
"EWR",-4,-8
"LGA",-3,13
"EWR",-1,30
"EWR",-1,-10
"EWR",-3,-5
"EWR",-8,-13
"EWR",0,-18
"EWR",0,-39
"EWR",9,7
"EWR",-9,-17
"EWR",-4,-4
"LGA",4,-22
"EWR",8,22
"LGA",-2,-24
"EWR",-6,-13
"LGA",-6,-12
"LGA",-5,-2
"EWR",-9,-19
"LGA",-5,-1
"LGA",-2,-6
"EWR",-4,-30
"EWR",-3,2
"EWR",-3,-26
"LGA",-2,3
"LGA",9,-2
"LGA",56,47
"LGA",188,184
"EWR",59,50
"EWR",56,61
"EWR",98,119
"EWR",-5,-6
"EWR",-7,-3
"EWR",-4,-7
"EWR",-2,-4
"EWR",-5,-2
"EWR",-5,-7
"EWR",1,-2
"EWR",-9,5
"EWR",-2,-10
"EWR",-6,-28
"EWR",-6,-4
"EWR",-2,-13
"EWR",-6,-3
"EWR",4,0
"EWR",-2,10
"EWR",26,11
"EWR",-3,7
"EWR",-8,-6
"EWR",27,72
"EWR",6,32
"EWR",-8,2
"EWR",-1,3
"EWR",3,-1
"EWR",-6,-3
"EWR",-3,-5
"EWR",-4,-17
"EWR",-4,1
"EWR",-4,-17
"EWR",-11,21
"EWR",-10,-10
"EWR",-7,-11
"EWR",-5,-7
"EWR",-8,-26
"EWR",-7,-23
"EWR",-5,-19
"EWR",-5,5
"EWR",-4,-6
"EWR",-10,-3
"EWR",-2,24
"EWR",-6,-6
"EWR",3,10
"EWR",-5,-13
"EWR",-3,5
"EWR",-2,-19
"EWR",13,5
"EWR",86,60
"LGA",-10,-10
"LGA",-7,-3
"LGA",-4,-1
"LGA",-4,-13
"LGA",-7,-3
"LGA",-4,16
"EWR",77,72
"LGA",0,-4
"LGA",-3,9
"LGA",-6,-13
"LGA",8,9
"LGA",0,-4
"LGA",-6,-17
"LGA",-10,-14
"LGA",-8,-16
"LGA",-11,-31
"LGA",-10,-19
"LGA",0,-8
"LGA",-5,10
"LGA",-9,-20
"LGA",-7,-3
"LGA",-1,-5
"LGA",-4,-30
"LGA",-11,-19
"LGA",-1,-6
"LGA",-4,-2
"LGA",-6,-24
"LGA",-4,-19
"LGA",-1,-14
"LGA",-5,-32
"LGA",9,28
"LGA",-6,-16
"LGA",-4,-7
"LGA",5,-9
"LGA",4,-4
"LGA",16,31
"LGA",-6,-15
"LGA",-4,-13
"LGA",-4,3
"LGA",-3,-11
"LGA",-1,5
"LGA",-4,2
"LGA",-7,-4
"LGA",-6,0
"LGA",-11,-7
"LGA",-4,-21
"LGA",-14,-26
"LGA",-7,-16
"LGA",-9,-8
"LGA",-8,0
"LGA",-7,-31
"LGA",-5,-18
"LGA",-4,-16
"LGA",-8,-22
"LGA",-13,-32
"LGA",148,125
"LGA",42,18
"EWR",-10,-14
"EWR",-5,-7
"JFK",-9,-18
"JFK",-5,-2
"EWR",-14,-24
"JFK",-7,-4
"EWR",-7,-25
"JFK",-3,-17
"JFK",-3,8
"EWR",-3,16
"EWR",-2,-2
"JFK",-2,-22
"EWR",-1,5
"JFK",-1,-5
"EWR",-8,-21
"EWR",-9,-10
"EWR",-7,-9
"EWR",-5,-14
"EWR",-6,-19
"JFK",6,14
"EWR",1,-8
"JFK",0,-18
"JFK",0,-23
"JFK",-5,-20
"JFK",-2,-15
"EWR",0,4
"EWR",-7,-18
"EWR",-5,-22
"EWR",-10,24
"JFK",-9,-25
"EWR",-6,-7
"EWR",-4,2
"EWR",-3,-9
"EWR",-8,-28
"JFK",-3,-14
"EWR",-7,-19
"EWR",-7,-20
"EWR",-5,-12
"EWR",-1,-13
"EWR",-7,-14
"EWR",-3,6
"JFK",3,2
"JFK",8,-9
"EWR",0,-18
"EWR",0,-4
"EWR",-3,2
"JFK",-3,-14
"EWR",-3,-5
"JFK",-4,-21
"JFK",-7,-17
"JFK",-5,-20
"EWR",1,-2
"JFK",-1,-28
"JFK",-3,-15
"JFK",3,-21
"EWR",30,30
"JFK",-5,-5
"JFK",-8,-31
"JFK",-5,11
"JFK",-2,-13
"JFK",-10,-17
"JFK",-9,-54
"JFK",16,3
"JFK",-8,-21
"JFK",-3,-14
"JFK",-8,-34
"JFK",-5,-13
"JFK",73,65
"JFK",-4,-15
"JFK",-10,-3
"JFK",-5,-4
"LGA",-5,-17
"LGA",-5,-19
"JFK",-2,-31
"JFK",-8,-23
"LGA",-11,-8
"JFK",-5,-12
"JFK",0,-28
"JFK",17,19
"JFK",-7,-18
"JFK",0,-13
"JFK",65,47
"JFK",-5,-32
"LGA",-9,-15
"JFK",-3,-28
"JFK",-5,-2
"JFK",-2,-12
"JFK",-6,-11
"JFK",-1,-1
"LGA",-8,-26
"JFK",-6,-35
"JFK",-6,-45
"JFK",-6,-15
"LGA",-3,-21
"JFK",-5,-15
"JFK",-1,-16
"LGA",-2,-12
"JFK",-5,-16
"LGA",-8,-24
"JFK",-6,-9
"LGA",-7,-15
"JFK",-2,1
"JFK",-6,-30
"JFK",0,-9
"LGA",-2,-18
"JFK",-5,-41
"LGA",-3,-3
"LGA",-8,-7
"JFK",-2,-37
"LGA",-6,-28
"JFK",-7,-27
"JFK",-6,-35
"LGA",-6,-21
"JFK",-2,-34
"JFK",-4,-17
"EWR",-9,-19
"JFK",-5,7
"EWR",-5,-14
"JFK",-4,-21
"EWR",-3,-5
"LGA",17,10
"EWR",-3,4
"JFK",-2,-17
"LGA",-1,-12
"JFK",-1,-41
"EWR",-5,5
"JFK",0,-15
"EWR",-4,-5
"EWR",-2,0
"JFK",-8,-8
"EWR",-1,-6
"JFK",3,-10
"JFK",4,-5
"JFK",-3,-6
"EWR",-6,-19
"EWR",-13,-9
"EWR",-4,4
"JFK",-4,-19
"JFK",142,137
"EWR",-10,-2
"EWR",-9,-6
"JFK",-9,-13
"JFK",-14,-33
"EWR",-1,7
"JFK",-5,-11
"JFK",31,28
"JFK",-12,-12
"JFK",34,24
"LGA",55,44
"EWR",-10,-10
"EWR",-9,-24
"JFK",14,-14
"JFK",-1,-14
"EWR",30,13
"JFK",-2,26
"JFK",0,-14
"EWR",-8,-17
"LGA",-8,-30
"LGA",-6,-6
"LGA",-6,-16
"LGA",-4,-20
"LGA",-2,-22
"LGA",-11,-18
"LGA",5,-8
"EWR",5,2
"LGA",-9,-23
"LGA",-7,-24
"LGA",-6,-12
"EWR",-3,-27
"LGA",-1,-4
"LGA",-6,-17
"EWR",-6,-29
"LGA",-5,2
"EWR",-4,-10
"LGA",-8,-15
"LGA",-6,-6
"EWR",0,-13
"EWR",-11,-11
"EWR",6,-3
"LGA",-2,2
"LGA",-7,-24
"EWR",-5,-18
"EWR",2,-22
"EWR",-2,-14
"LGA",-1,-7
"EWR",-7,-15
"LGA",0,1
"EWR",26,10
"LGA",-2,22
"JFK",-8,-15
"EWR",-7,-20
"JFK",-7,2
"JFK",-5,-15
"EWR",-5,-18
"JFK",-2,-3
"EWR",26,20
"EWR",1,-10
"JFK",-6,-6
"EWR",-4,-14
"EWR",1,-2
"EWR",-7,-7
"EWR",-5,-7
"EWR",-7,-25
"JFK",-3,-10
"JFK",-1,-2
"EWR",-1,-5
"EWR",6,-27
"JFK",-7,-19
"EWR",17,11
"EWR",16,18
"EWR",0,-20
"JFK",1,-17
"EWR",-2,-15
"JFK",-6,-14
"EWR",-5,-19
"JFK",-7,-15
"EWR",-15,-30
"EWR",-4,-33
"EWR",-5,-36
"JFK",12,-13
"JFK",-5,-18
"EWR",-1,-13
"EWR",0,-13
"EWR",-16,-23
"EWR",-9,-17
"EWR",9,10
"EWR",-6,-11
"EWR",20,0
"EWR",-1,-7
"EWR",18,-9
"EWR",-2,-5
"EWR",-9,-29
"EWR",-5,-3
"EWR",0,-20
"EWR",36,22
"EWR",8,-17
"EWR",8,-3
"EWR",9,-1
"EWR",11,3
"EWR",1,0
"EWR",-3,-30
"EWR",-6,-8
"EWR",-5,-12
"EWR",30,27
"EWR",-5,-11
"EWR",-12,-38
"EWR",-3,-17
"EWR",16,4
"EWR",0,-4
"EWR",-6,10
"EWR",1,-5
"EWR",0,-8
"EWR",-8,-36
"EWR",-5,-10
"EWR",-5,-14
"EWR",-2,-13
"EWR",-7,0
"EWR",0,-11
"EWR",0,1
"EWR",0,-17
"EWR",10,-6
"EWR",-5,-1
"EWR",84,69
"EWR",-1,-8
"EWR",17,4
"EWR",25,19
"EWR",79,68
"LGA",-8,-1
"LGA",-8,5
"LGA",-5,10
"LGA",-5,4
"LGA",-8,23
"LGA",22,36
"LGA",-5,1
"LGA",-7,-5
"LGA",-7,-23
"LGA",-4,26
"LGA",-5,14
"LGA",-3,-5
"EWR",-11,-3
"LGA",-1,24
"LGA",-4,22
"EWR",-3,8
"EWR",-2,-12
"EWR",-5,-20
"EWR",-4,-1
"EWR",-3,-12
"EWR",-6,3
"EWR",-2,4
"EWR",-1,-5
"EWR",-8,-12
"EWR",-4,23
"EWR",10,-4
"LGA",94,89
"EWR",-5,4
"EWR",0,-15
"EWR",-4,9
"EWR",-2,18
"EWR",-7,-14
"EWR",0,-33
"EWR",22,37
"EWR",-1,-12
"EWR",-1,-11
"EWR",1,-6
"EWR",-4,-8
"EWR",45,38
"EWR",-6,9
"EWR",-3,-2
"EWR",-7,-13
"EWR",-5,-8
"EWR",-4,-19
"EWR",-1,-21
"EWR",27,46
"EWR",2,44
"EWR",2,14
"EWR",2,2
"EWR",1,-7
"EWR",-7,-10
"EWR",13,7
"EWR",0,-1
"EWR",17,8
"EWR",4,-16
"EWR",70,70
"EWR",-1,8
"EWR",-2,0
"EWR",-3,-14
"EWR",91,105
"EWR",-1,-4
"EWR",-6,14
"EWR",7,-8
"EWR",0,-15
"EWR",-2,-5
"EWR",-7,-1
"EWR",-16,2
"EWR",-6,-24
"EWR",0,9
"EWR",-3,54
"EWR",-3,1
"EWR",-1,26
"EWR",-8,7
"EWR",21,26
"EWR",-7,-17
"EWR",9,19
"EWR",5,8
"EWR",-3,9
"EWR",7,8
"EWR",0,-12
"EWR",28,42
"EWR",-9,-13
"EWR",-6,27
"EWR",-4,0
"EWR",-3,14
"EWR",-6,-5
"EWR",-6,6
"EWR",-1,-3
"EWR",2,1
"EWR",-8,19
"EWR",2,-9
"EWR",-1,-11
"EWR",15,56
"EWR",-2,0
"EWR",-11,-24
"EWR",10,2
"EWR",-2,21
"EWR",-2,-10
"EWR",-6,-1
"EWR",-8,16
"EWR",43,38
"EWR",41,63
"JFK",-6,-24
"JFK",4,14
"JFK",-3,-20
"JFK",-1,-12
"JFK",-3,3
"JFK",4,0
"JFK",-1,7
"JFK",6,10
"JFK",-1,7
"JFK",-2,1
"JFK",23,9
"JFK",49,61
"JFK",83,80
"JFK",212,199
"JFK",-5,-3
"JFK",-3,-3
"JFK",-1,-17
"JFK",-6,-30
"JFK",1,-18
"JFK",0,-10
"JFK",-5,-24
"JFK",-5,-4
"JFK",11,-13
"JFK",0,-12
"JFK",-7,-15
"JFK",-8,-21
"JFK",19,7
"JFK",-2,-21
"JFK",8,3
"JFK",-10,-19
"JFK",-4,-22
"LGA",-8,-2
"LGA",-7,-8
"JFK",-4,-9
"JFK",-4,-26
"LGA",-3,-2
"JFK",-7,-35
"LGA",-2,4
"LGA",-2,15
"JFK",0,-1
"LGA",-7,-15
"JFK",0,6
"LGA",-8,0
"LGA",-6,5
"LGA",-4,7
"LGA",-6,17
"JFK",-6,-10
"JFK",-4,-28
"JFK",-4,-32
"JFK",0,-4
"JFK",0,7
"JFK",24,30
"LGA",-4,-12
"LGA",-3,-16
"LGA",-5,-28
"LGA",12,26
"LGA",64,49
"EWR",-5,24
"EWR",-2,15
"EWR",0,76
"EWR",1,-4
"EWR",-5,7
"EWR",12,16
"EWR",7,3
"EWR",-3,-14
"EWR",1,36
"EWR",0,-14
"EWR",-8,-12
"EWR",-3,-4
"EWR",2,-16
"EWR",-4,-12
"EWR",23,37
"EWR",25,27
"EWR",40,46
"EWR",57,31
"EWR",42,55
"EWR",72,84
"EWR",87,74
"EWR",152,163
"JFK",-6,-35
"JFK",-10,-44
"JFK",-4,-29
"EWR",-4,-16
"JFK",-3,-14
"EWR",-8,-17
"EWR",-3,-12
"EWR",-3,5
"EWR",-7,-7
"EWR",-7,-32
"JFK",-5,-11
"JFK",3,-8
"EWR",-7,-5
"EWR",0,17
"JFK",-1,28
"JFK",-2,-20
"JFK",-2,8
"JFK",-1,0
"EWR",-10,11
"EWR",-5,-20
"EWR",3,10
"EWR",-4,-17
"EWR",-3,-17
"JFK",-3,-28
"EWR",8,-2
"JFK",0,-9
"EWR",24,4
"JFK",-5,-17
"EWR",25,11
"JFK",2,-29
"EWR",-6,-26
"EWR",-1,-14
"JFK",-9,-16
"JFK",2,-5
"JFK",-4,-33
"EWR",0,-2
"JFK",4,-17
"EWR",-9,-32
"EWR",12,7
"EWR",1,0
"EWR",-4,-5
"JFK",-1,-5
"EWR",0,-5
"EWR",0,-15
"EWR",1,-10
"EWR",-6,-12
"EWR",10,-6
"EWR",0,-21
"EWR",2,-9
"EWR",-5,-12
"EWR",18,15
"EWR",-5,-26
"EWR",-6,-8
"EWR",-6,-24
"EWR",-1,-20
"EWR",-1,-6
"EWR",-4,-5
"EWR",35,31
"EWR",-3,-15
"EWR",-6,-21
"EWR",-4,0
"EWR",-2,-12
"EWR",-2,4
"EWR",10,7
"EWR",-4,2
"LGA",-9,-19
"EWR",-7,-1
"JFK",-6,-17
"EWR",-6,-20
"LGA",-6,-26
"LGA",-6,-17
"EWR",56,67
"EWR",0,5
"LGA",-5,-25
"JFK",-3,-10
"EWR",0,4
"JFK",-2,-7
"EWR",-2,-3
"EWR",-4,13
"LGA",-1,1
"JFK",-5,-16
"JFK",0,1
"JFK",-5,-33
"EWR",3,15
"EWR",-5,2
"EWR",-3,4
"EWR",13,27
"EWR",-5,9
"LGA",0,8
"JFK",-4,-11
"EWR",11,3
"JFK",-2,-4
"LGA",-6,2
"LGA",-5,-26
"EWR",-4,-26
"EWR",-4,-8
"JFK",-2,-15
"EWR",23,29
"EWR",-2,3
"EWR",-4,-6
"LGA",20,5
"LGA",-4,-14
"EWR",-2,-3
"JFK",0,-1
"JFK",-1,-15
"EWR",6,3
"LGA",-9,-18
"JFK",-4,-32
"JFK",-1,-12
"EWR",-4,-13
"LGA",-4,-25
"EWR",62,76
"JFK",40,38
"JFK",-3,-10
"LGA",-3,-12
"LGA",-11,-14
"LGA",-7,-2
"EWR",-5,-22
"LGA",-8,-13
"LGA",8,5
"LGA",-7,-5
"JFK",-1,-2
"JFK",-4,-5
"LGA",-4,-3
"LGA",-4,3
"LGA",-4,13
"LGA",-3,-1
"EWR",2,-9
"JFK",4,1
"LGA",65,69
"LGA",-3,-13
"LGA",3,-15
"LGA",-2,-16
"LGA",-3,2
"LGA",1,-6
"LGA",50,54
"LGA",-3,0
"LGA",-9,-10
"LGA",-2,-12
"LGA",-4,-13
"LGA",-8,-8
"LGA",-7,-20
"LGA",-7,2
"LGA",-1,-16
"LGA",-3,5
"LGA",-3,-21
"JFK",-1,-3
"EWR",-1,-13
"JFK",-8,-12
"JFK",123,65
"LGA",-2,-16
"LGA",-9,-4
"LGA",-4,-8
"LGA",3,-8
"EWR",2,11
"EWR",-10,-16
"EWR",-6,0
"LGA",-2,4
"LGA",-4,-16
"JFK",-4,-27
"EWR",-4,-6
"JFK",-2,-6
"EWR",-3,0
"LGA",-8,-36
"JFK",0,-11
"JFK",6,-10
"JFK",6,-3
"LGA",17,2
"LGA",-2,-6
"EWR",-7,4
"LGA",-4,0
"EWR",16,15
"LGA",21,3
"LGA",-8,-14
"EWR",8,2
"EWR",-6,-10
"LGA",-5,-9
"JFK",43,53
"EWR",-1,-6
"LGA",0,-7
"LGA",-5,-3
"JFK",-8,-19
"JFK",-8,-20
"JFK",-8,-30
"EWR",-5,-6
"EWR",10,0
"EWR",-4,-17
"JFK",-4,-42
"JFK",-4,-7
"JFK",-1,-7
"JFK",-3,-10
"JFK",-6,-12
"JFK",-2,-15
"JFK",-7,-19
"JFK",-4,-17
"LGA",173,182
"JFK",5,11
"JFK",-3,-15
"LGA",-7,-10
"LGA",-6,3
"EWR",-5,-12
"JFK",-4,-15
"LGA",-2,2
"LGA",-2,9
"LGA",-2,1
"EWR",-2,27
"EWR",-1,-14
"JFK",-1,3
"LGA",-9,0
"EWR",-3,-9
"JFK",12,0
"LGA",5,7
"EWR",-1,-9
"EWR",-6,-19
"EWR",-4,-21
"LGA",-5,11
"EWR",-2,3
"JFK",19,11
"EWR",3,-5
"EWR",-5,-10
"EWR",292,281
"EWR",-9,6
"JFK",1,-30
"JFK",-3,-1
"LGA",-3,7
"JFK",48,21
"LGA",-1,-11
"LGA",0,6
"EWR",7,-7
"JFK",-7,-14
"JFK",-5,-35
"LGA",-3,-4
"EWR",3,-3
"JFK",0,13
"LGA",-5,-7
"EWR",-4,-4
"EWR",-4,-1
"LGA",-5,10
"EWR",-5,-9
"JFK",2,-3
"JFK",7,1
"EWR",-6,52
"LGA",-1,-9
"JFK",-3,0
"EWR",10,0
"LGA",13,4
"EWR",56,44
"EWR",-8,-5
"EWR",-2,-9
"EWR",-5,2
"EWR",-7,-25
"EWR",58,42
"EWR",-6,-14
"EWR",67,58
"EWR",14,7
"EWR",-4,-8
"EWR",0,-30
"EWR",7,-1
"EWR",8,1
"LGA",-11,-9
"EWR",3,8
"LGA",-7,-7
"EWR",13,16
"LGA",-4,-3
"LGA",-3,0
"LGA",-3,-7
"LGA",-5,-5
"EWR",3,-6
"EWR",76,56
"LGA",-8,6
"EWR",18,6
"LGA",-6,5
"LGA",0,-2
"LGA",7,11
"EWR",33,40
"EWR",21,20
"LGA",-3,1
"LGA",-10,-7
"LGA",-7,2
"LGA",25,44
"LGA",2,-3
"LGA",-4,6
"LGA",11,21
"LGA",-1,10
"EWR",66,47
"EWR",107,111
"JFK",153,153
"EWR",126,117
"LGA",-6,4
"LGA",-6,10
"LGA",-3,24
"LGA",71,72
"LGA",-2,12
"LGA",11,6
"LGA",-2,14
"LGA",-1,17
"LGA",111,133
"LGA",-7,20
"LGA",-1,26
"LGA",18,39
"LGA",0,-6
"LGA",-7,4
"LGA",1,-1
"LGA",27,24
"LGA",-7,21
"LGA",-1,26
"LGA",-6,6
"LGA",-9,2
"LGA",-11,-1
"LGA",0,7
"LGA",1,22
"LGA",7,13
"LGA",-4,5
"LGA",1,19
"LGA",3,3
"EWR",241,264
"LGA",-7,0
"LGA",10,14
"LGA",34,22
"LGA",8,4
"LGA",3,-7
"LGA",7,11
"LGA",15,2
"LGA",131,119
"LGA",-7,-14
"LGA",-6,-12
"LGA",-9,-12
"LGA",4,-11
"LGA",-9,13
"LGA",-10,-10
"LGA",24,8
"LGA",-5,-13
"LGA",-7,-20
"LGA",39,30
"LGA",275,248
"LGA",5,30
"LGA",-5,-13
"LGA",-5,4
"LGA",-4,-7
"LGA",-3,-10
"LGA",-3,0
"LGA",-1,-22
"LGA",1,-13
"LGA",1,-17
"LGA",-5,-10
"LGA",-5,6
"LGA",-6,-10
"LGA",-6,-11
"LGA",-2,-13
"LGA",-1,-21
"LGA",-1,-3
"LGA",-9,-10
"LGA",-4,-17
"LGA",-8,-23
"LGA",-5,-24
"LGA",-3,-17
"LGA",-1,-4
"LGA",-1,-6
"LGA",30,8
"LGA",17,3
"LGA",-1,-8
"LGA",-4,-36
"LGA",-4,-29
"LGA",-8,-20
"EWR",-9,-19
"LGA",-5,-19
"EWR",-5,-13
"EWR",-10,-21
"LGA",2,-11
"LGA",2,-7
"LGA",-4,-12
"LGA",-6,-12
"LGA",-6,-20
"EWR",0,-24
"LGA",-3,-18
"EWR",0,1
"EWR",7,2
"EWR",10,-3
"LGA",-5,-6
"EWR",-13,-28
"LGA",12,0
"EWR",-3,13
"LGA",-2,-28
"LGA",-4,-21
"LGA",55,51
"LGA",-2,-6
"EWR",-2,-26
"EWR",9,6
"LGA",-2,-8
"LGA",-1,-29
"LGA",-6,-19
"EWR",1,-5
"EWR",-4,10
"LGA",-6,-19
"EWR",9,1
"EWR",13,12
"EWR",5,-12
"LGA",-3,-9
"EWR",0,2
"EWR",-4,-16
"EWR",-7,-12
"EWR",14,4
"LGA",-5,-36
"EWR",-3,-4
"EWR",4,-22
"LGA",-3,-22
"EWR",0,-4
"LGA",0,-16
"LGA",-3,-16
"LGA",0,-14
